Name,TeamAbbreviation,GamesPlayed,Minutes,Rebounds,DefRebounds,FTDefRebounds,DefFTReboundPct,Def2ptRebounds,Def2ptReboundPct,Def3ptRebounds,Def3ptReboundPct,DefFGReboundPct,OffRebounds,FTOffRebounds,OffFTReboundPct,Off2ptRebounds,Off2ptReboundPct,Off3ptRebounds,Off3ptReboundPct,OffFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,season,season_type
LeBron James,CLE,82,3026,8.646341463414632,7.463414634146342,0.573170731707317,0.29936305732484075,4.012195121951219,0.20134638922888615,2.8780487804878048,0.19815281276238456,0.2,1.1829268292682926,0.012195121951219513,0.006711409395973154,0.7926829268292683,0.04476584022038568,0.3780487804878049,0.024603174603174603,0.035398230088495575,0.13946117274167988,0.21875,0.2657952069716776,0.19915700737618547,0.19421487603305784,0.06505576208178439,0.04842105263157895,0.015945330296127564,0.0196078431372549,0.038011695906432746,2017-18,regular season
Khris Middleton,MIL,82,2982,5.2317073170731705,4.682926829268292,0.36585365853658536,0.1744186046511628,2.609756097560976,0.1292270531400966,1.7073170731707317,0.1407035175879397,0.13353451527725388,0.5487804878048781,0.03658536585365853,0.018518518518518517,0.35365853658536583,0.017693715680292862,0.15853658536585366,0.013829787234042552,0.016285381930981002,0.10574018126888217,0.14389799635701275,0.14606741573033707,0.15077319587628865,0.1050228310502283,0.018121911037891267,0.022556390977443608,0.012,0.015850144092219017,0.008130081300813009,2017-18,regular season
Andrew Wiggins,MIN,82,2979,4.365853658536587,3.365853658536585,0.03658536585365853,0.020689655172413796,1.7682926829268293,0.09218054672600128,1.5609756097560976,0.11307420494699645,0.10092421441774492,1.0,0.0,0.0,0.7682926829268293,0.03257497414684592,0.23170731707317074,0.023661270236612703,0.029959810010960906,0.07880910683012259,0.07918968692449356,0.12418300653594773,0.11848341232227487,0.09722222222222222,0.04247787610619469,0.03125,0.024958402662229616,0.025559105431309903,0.01694915254237288,2017-18,regular season
Bradley Beal,WAS,82,2977,4.426829268292684,3.682926829268293,0.13414634146341464,0.06832298136645963,2.0609756097560976,0.1023002421307506,1.4878048780487805,0.10912343470483003,0.10505415162454873,0.7439024390243902,0.012195121951219513,0.007751937984496123,0.4390243902439024,0.020618556701030927,0.2926829268292683,0.02479338842975207,0.02210759027266028,0.0859106529209622,0.08576329331046313,0.14168377823408626,0.11659192825112108,0.07964601769911504,0.02,0.021909233176838808,0.019769357495881386,0.027704485488126648,0.014285714285714284,2017-18,regular season
Jrue Holiday,NOP,81,2927,4.518518518518519,3.7530864197530867,0.08641975308641975,0.05882352941176471,2.0246913580246915,0.08991228070175439,1.6419753086419753,0.11195286195286196,0.09860557768924302,0.7654320987654321,0.012345679012345678,0.007874015748031496,0.4567901234567901,0.022289156626506025,0.2962962962962963,0.023506366307541625,0.02275270421484521,0.08524590163934426,0.0890302066772655,0.09572649572649572,0.11122994652406418,0.11462450592885375,0.036308623298033284,0.017361111111111112,0.007092198581560284,0.020779220779220783,0.03187250996015936,2017-18,regular season
CJ McCollum,POR,81,2923,3.962962962962963,3.3086419753086425,0.09876543209876544,0.05194805194805195,1.9629629629629632,0.08516336368505624,1.2469135802469136,0.10802139037433156,0.09279086366880801,0.654320987654321,0.0,0.0,0.3950617283950617,0.017524644030668127,0.25925925925925924,0.02005730659025788,0.018447615732683602,0.07027027027027027,0.08983050847457627,0.1005586592178771,0.11424903722721437,0.07692307692307693,0.014388489208633094,0.018302828618968387,0.020754716981132074,0.02097902097902098,0.015873015873015872,2017-18,regular season
Karl-Anthony Towns,MIN,82,2918,12.341463414634148,9.439024390243905,0.8780487804878049,0.5179856115107914,5.0,0.25851197982345525,3.5609756097560976,0.2706209453197405,0.2634146341463415,2.902439024390244,0.03658536585365853,0.021739130434782608,2.231707317073171,0.10246360582306832,0.6341463414634146,0.06318347509113001,0.09007282483710234,0.213903743315508,0.2896174863387978,0.2752100840336135,0.2688564476885645,0.27626459143968873,0.10416666666666667,0.1168289290681502,0.08163265306122447,0.056338028169014086,0.08695652173913042,2017-18,regular season
Russell Westbrook,OKC,80,2914,10.05,8.15,0.9375,0.5555555555555556,3.925,0.20590163934426228,3.2875,0.22849695916594265,0.2156203288490284,1.9,0.075,0.02843601895734597,1.1,0.04905239687848383,0.725,0.05321100917431193,0.050624133148404984,0.1490787269681742,0.2169117647058824,0.2786458333333333,0.22979214780600465,0.22456140350877196,0.06338028169014084,0.0480349344978166,0.03354632587859425,0.04484848484848485,0.07924528301886792,2017-18,regular season
Paul George,OKC,79,2891,5.6455696202531644,4.746835443037975,0.13924050632911392,0.08800000000000001,2.3797468354430378,0.12344057780695995,2.2278481012658227,0.1588447653429603,0.13835043709616116,0.8987341772151899,0.10126582278481013,0.04,0.37974683544303794,0.017804154302670624,0.4177215189873418,0.029596412556053813,0.0225,0.10696920583468396,0.11284046692607005,0.16326530612244894,0.1719512195121951,0.12152777777777778,0.02276176024279211,0.02073732718894009,0.010135135135135136,0.033816425120772944,0.017421602787456445,2017-18,regular season
Giannis Antetokounmpo,MIL,75,2756,10.026666666666667,7.946666666666666,0.8933333333333333,0.4379084967320261,3.9066666666666663,0.18915429309231765,3.1466666666666665,0.244559585492228,0.2104216388225935,2.08,0.05333333333333334,0.02564102564102564,1.4933333333333334,0.0730593607305936,0.5333333333333333,0.047058823529411764,0.06378514477549307,0.16037735849056606,0.18309859154929575,0.2403846153846154,0.2420212765957447,0.2535211267605634,0.10973451327433628,0.06464646464646465,0.03805496828752643,0.04552590266875981,0.051643192488262914,2017-18,regular season
