Name,TeamAbbreviation,GamesPlayed,Minutes,OffPoss,Points,FG2M,FG2A,Fg2Pct,FG3M,FG3A,Fg3Pct,NonHeaveFg3Pct,FtsMade,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,FG3APct,ShotQualityAvg,EfgPct,TsPct,PtsPutbacks,Fg2aBlocked,FG2APctBlocked,Fg3aBlocked,FG3APctBlocked,Usage,season,season_type
James Harden,HOU,81,2981,5971,27.37037037037037,5.419753086419753,11.296296296296294,0.4797814207650273,2.567901234567901,6.851851851851853,0.3747747747747748,0.37613019891500893,8.82716049382716,1.8271604938271604,9.012345679012343,3.9259259259259265,3.7777777777777777,0.16856492027334852,0.17289719626168226,0.5096153846153846,0.3775510204081632,0.5336849114441417,0.5108843537414965,0.5940514469453376,0.2716049382716049,1.2962962962962965,0.11475409836065575,0.012345679012345678,0.0018018018018018016,31.28825415330807,2014-15,regular season
Andrew Wiggins,MIN,82,2969,5805,16.914634146341463,5.585365853658537,12.329268292682926,0.4530168150346192,0.475609756097561,1.5365853658536586,0.30952380952380953,0.312,4.317073170731708,5.463414634146342,5.7073170731707314,1.2439024390243902,0.18292682926829268,0.4890829694323144,0.5320665083135392,0.8717948717948718,0.1108179419525066,0.4943871919014084,0.4542656112576957,0.5144658753709199,0.902439024390244,0.8048780487804879,0.06528189910979229,0.012195121951219513,0.007936507936507936,22.73743849709259,2014-15,regular season
Trevor Ariza,HOU,82,2930,5838,12.780487804878051,2.0975609756097557,4.329268292682927,0.4845070422535212,2.365853658536585,6.7682926829268295,0.34954954954954953,0.34954954954954953,1.4878048780487805,2.4390243902439024,1.7560975609756098,6.621951219512195,0.475609756097561,0.5813953488372093,0.6060606060606061,0.9329896907216496,0.6098901098901099,0.5654683168316832,0.5087912087912088,0.5374358974358975,0.17073170731707318,0.3780487804878049,0.08732394366197183,0.03658536585365853,0.005405405405405407,16.62938105891126,2014-15,regular season
Damian Lillard,POR,82,2925,5739,20.97560975609756,4.8048780487804885,9.609756097560977,0.5,2.3902439024390243,6.975609756097561,0.34265734265734266,0.34385964912280703,4.1951219512195115,2.3170731707317067,7.292682926829267,3.6585365853658534,3.5121951219512195,0.24111675126903556,0.2454780361757106,0.5102040816326531,0.4205882352941177,0.5274703758290347,0.5058823529411764,0.5548387096774193,0.17073170731707318,0.7317073170731707,0.07614213197969544,0.07317073170731707,0.01048951048951049,26.598660170523747,2014-15,regular season
Chris Paul,LAC,82,2858,5649,19.07317073170732,5.2317073170731705,10.01219512195122,0.5225334957369062,1.695121951219512,4.2560975609756095,0.3982808022922636,0.3994252873563218,3.524390243902439,1.2195121951219512,9.24390243902439,2.158536585365854,2.9268292682926833,0.11655011655011654,0.11682242990654206,0.4244604316546763,0.2982905982905983,0.462137382378101,0.5448717948717948,0.58796992481203,0.024390243902439025,0.24390243902439024,0.024360535931790498,0.012195121951219513,0.0028653295128939827,23.50827866291784,2014-15,regular season
John Wall,WAS,79,2837,5621,17.556962025316455,5.746835443037975,12.012658227848101,0.4783983140147524,0.8227848101265823,2.7468354430379747,0.2995391705069124,0.30952380952380953,3.59493670886076,2.3037974683544302,9.189873417721516,1.5949367088607596,0.8734177215189873,0.20044052863436124,0.20222222222222225,0.6461538461538462,0.18610634648370494,0.5061943820224719,0.4729845626072041,0.5198650674662668,0.10126582278481013,0.5316455696202531,0.044257112750263436,0.02531645569620253,0.009216589861751152,25.735061650331964,2014-15,regular season
DeAndre Jordan,LAC,82,2821,5509,11.53658536585366,4.609756097560974,6.463414634146342,0.7132075471698113,0.012195121951219513,0.04878048780487805,0.25,0.25,2.2804878048780486,6.365853658536586,2.8536585365853657,0.0,0.03658536585365853,0.6904761904761905,0.956043956043956,0.0,0.00749063670411985,0.6749242964352721,0.7106741573033708,0.6289893617021277,2.5609756097560976,0.1951219512195122,0.03018867924528302,0.0,0.0,13.639250555731977,2014-15,regular season
Eric Bledsoe,PHX,81,2800,5609,17.0,4.691358024691358,9.555555555555557,0.4909560723514212,1.0864197530864197,3.3580246913580245,0.3235294117647059,0.3271375464684015,4.3580246913580245,1.9753086419753083,7.407407407407407,1.9259259259259256,1.3333333333333333,0.21052631578947367,0.21680216802168026,0.5909090909090909,0.26003824091778205,0.5286673224568138,0.4894837476099426,0.5494812450119713,0.2716049382716049,0.6172839506172839,0.06459948320413436,0.012345679012345678,0.0036764705882352936,23.783869434321023,2014-15,regular season
Joe Johnson,BKN,80,2791,5349,14.425,4.0625,8.6,0.4723837209302326,1.5125,4.2125,0.3590504451038576,0.3622754491017964,1.7625,1.875,6.25,4.05,0.4875,0.2307692307692308,0.234375,0.8925619834710744,0.3287804878048781,0.4601770547945205,0.4941463414634146,0.5198198198198198,0.125,0.2875,0.03343023255813953,0.0125,0.002967359050445104,20.59018567639257,2014-15,regular season
Kyrie Irving,CLE,75,2730,5294,21.70666666666667,5.613333333333332,11.426666666666666,0.4912485414235706,2.0933333333333333,5.04,0.41534391534391535,0.4164456233421751,4.2,2.4266666666666667,8.8,3.88,2.4,0.2161520190023753,0.22033898305084745,0.6178343949044586,0.3060728744939271,0.5140647847278635,0.531578947368421,0.5773049645390071,0.21333333333333332,0.84,0.073512252042007,0.0,0.0,25.869744435284424,2014-15,regular season
Monta Ellis,DAL,80,2699,5422,18.9125,6.5125,13.375,0.4869158878504673,1.0125,3.55,0.2852112676056338,0.2872340425531915,2.85,4.15,8.875,2.1375,0.9,0.31861804222648754,0.324853228962818,0.7037037037037037,0.20974889217134413,0.4903863535502959,0.474519940915805,0.5039973351099267,0.25,0.4375,0.032710280373831765,0.0125,0.0035211267605633804,27.6746096959737,2014-15,regular season
