Name,GamesPlayed,OffPoss,Points,FG2M,FG2A,Fg2Pct,FG3M,FG3A,Fg3Pct,NonHeaveFg3Pct,FtsMade,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,FG3APct,ShotQualityAvg,EfgPct,TsPct,PtsPutbacks,Fg2aBlocked,FG2APctBlocked,Fg3aBlocked,FG3APctBlocked,season,season_type
IND,82,7941,100.76829268292684,28.792682926829272,60.085365853658544,0.4791962654759489,8.036585365853659,23.121951219512194,0.3475738396624473,0.350531914893617,19.07317073170732,27.31707317073171,30.268292682926827,22.317073170731707,1.7926829268292683,0.4743752647183397,0.5104831358249772,0.9256449165402124,0.27788362890224244,0.507858685411453,0.4909130880844204,0.5337855297157623,4.073170731707316,4.902439024390244,0.08159123198701035,0.14634146341463414,0.006329113924050633,2009-10,regular season
WAS,82,7554,96.24390243902441,31.414634146341466,66.76829268292683,0.4705022831050229,5.2682926829268295,14.939024390243905,0.3526530612244898,0.35850622406639004,17.609756097560975,29.804878048780488,33.02439024390244,12.25609756097561,3.5487804878048776,0.4743788819875777,0.5182357930449534,0.7754629629629629,0.1828358208955224,0.4877288522130532,0.4811940298507463,0.5203745219570091,5.317073170731708,4.951219512195122,0.07415525114155251,0.1097560975609756,0.007346938775510205,2009-10,regular season
DET,82,7288,94.01219512195122,31.292682926829272,66.0,0.4741315594974132,4.560975609756096,14.51219512195122,0.3142857142857143,0.3193851409052092,17.743902439024392,30.68292682926829,31.902439024390244,12.182926829268293,1.5,0.490257209664848,0.5401459854014599,0.8903743315508021,0.1802484095728567,0.4862400030432136,0.4736443501969101,0.5113425311753781,5.780487804878049,4.7926829268292686,0.07261640798226164,0.0975609756097561,0.006722689075630253,2009-10,regular season
CHA,82,7439,95.28048780487805,29.243902439024392,60.67073170731707,0.4820100502512562,5.609756097560974,16.23170731707317,0.3456048084147258,0.35091743119266056,19.963414634146346,30.78048780487805,27.707317073170728,14.48780487804878,2.341463414634146,0.5262718932443703,0.5710407239819004,0.8608695652173913,0.21106882334284807,0.5132970129042537,0.4896923564858864,0.5327287603981999,4.585365853658536,6.060975609756098,0.0998994974874372,0.06097560975609756,0.0037565740045078892,2009-10,regular season
ATL,82,7439,101.6829268292683,32.40243902439025,65.1951219512195,0.4970071081182192,6.390243902439026,17.743902439024392,0.36013745704467354,0.3659902029391183,17.70731707317073,33.04878048780488,31.756097560975608,15.878048780487804,3.2926829268292686,0.5099736544975536,0.5594549958711809,0.8282442748091603,0.2139391265990296,0.4983519937970758,0.5062490810174974,0.5419212270895619,5.7317073170731705,4.2560975609756095,0.06528245417134305,0.12195121951219512,0.006872852233676976,2009-10,regular season
BOS,82,7532,99.21951219512195,30.97560975609756,59.28048780487804,0.5225262291709525,6.085365853658537,17.475609756097562,0.34822051639916257,0.3519040902679831,19.01219512195122,36.24390243902439,25.707317073170728,16.243902439024392,2.0121951219512195,0.5850393700787402,0.6122785331685208,0.8897795591182365,0.2276771528439784,0.5158039952153111,0.5224817286304417,0.5583310458413395,2.756097560975609,4.634146341463413,0.0781732153877803,0.07317073170731707,0.004187020237264479,2009-10,regular season
CLE,82,7487,102.1219512195122,30.47560975609756,58.64634146341464,0.519650655021834,7.3414634146341475,19.29268292682927,0.3805309734513274,0.384418901660281,19.146341463414632,33.560975609756106,27.39024390243902,16.79268292682927,5.2317073170731705,0.5506202480992397,0.5977410947002606,0.7624584717607974,0.2475355969331873,0.5189152952261307,0.5323110624315444,0.5653524169592222,4.8048780487804885,3.9146341463414633,0.06674984404242046,0.04878048780487805,0.0025284450063211127,2009-10,regular season
NOH,82,7656,100.24390243902441,31.792682926829272,64.26829268292683,0.4946869070208729,6.963414634146342,19.170731707317074,0.36323155216284986,0.3657911595131326,15.768292682926829,33.04878048780488,30.536585365853657,17.304878048780488,3.5853658536585367,0.5197545070962792,0.572454583861428,0.8283712784588442,0.2297573808827828,0.499813322103413,0.5062116340251388,0.5405760883861633,5.853658536585367,4.341463414634147,0.06755218216318785,0.13414634146341464,0.0069974554707379144,2009-10,regular season
CHI,82,7709,97.47560975609757,33.28048780487805,70.23170731707317,0.4738669907970134,4.2926829268292686,13.0,0.3302063789868668,0.3349191246431969,18.036585365853654,33.97560975609756,32.58536585365854,11.378048780487804,1.5,0.5104433858556248,0.5623738393217602,0.8835227272727273,0.1561904761904762,0.4954751138533862,0.4772161172161172,0.5166106514994829,6.146341463414633,5.2926829268292686,0.07536030560861261,0.04878048780487805,0.00375234521575985,2009-10,regular season
DAL,82,7661,102.01219512195122,31.48780487804878,64.17073170731706,0.4906879513492968,6.804878048780488,18.26829268292683,0.3724966622162884,0.3772819472616633,18.621951219512194,35.0,27.97560975609756,17.634146341463413,2.7804878048780486,0.5557707203718047,0.5969217970049917,0.8637992831541219,0.22159763313609468,0.4944724996284737,0.5057692307692307,0.5466605672461117,4.341463414634147,4.073170731707316,0.06347396427213987,0.03658536585365853,0.0020026702269692926,2009-10,regular season
DEN,82,7799,106.45121951219512,31.463414634146343,62.9390243902439,0.4999031195504747,6.634146341463414,18.5,0.35860250494396834,0.3633934535738143,23.621951219512194,31.68292682926829,31.243902439024392,15.365853658536587,4.536585365853658,0.5034883720930232,0.5471777590564448,0.7720588235294118,0.2271638215034441,0.5113309541697971,0.5085354896675651,0.5552798982188295,5.024390243902438,5.2317073170731705,0.08312342569269521,0.1097560975609756,0.0059327620303230065,2009-10,regular season
GSW,82,8245,108.8048780487805,32.8780487804878,65.9390243902439,0.4986129091917884,7.719512195121951,20.57317073170732,0.3752222880853586,0.3813253012048193,19.890243902439025,31.609756097560968,34.14634146341464,19.865853658536587,3.2926829268292686,0.4807121661721068,0.5161290322580645,0.8578199052132701,0.2378065971243304,0.5090025145204703,0.5138849732168029,0.5531308121512709,4.512195121951219,4.890243902439026,0.07416312187904567,0.07317073170731707,0.003556609365737997,2009-10,regular season
HOU,82,7789,102.39024390243902,29.853658536585368,62.012195121951216,0.4814159292035398,7.878048780487805,22.414634146341466,0.3514689880304679,0.3553355335533553,19.048780487804876,30.268292682926827,29.439024390243897,20.085365853658537,3.5487804878048776,0.5069444444444444,0.5577528089887641,0.8498452012383901,0.2654918387982089,0.5133348651783126,0.4935721508016756,0.5336214567179357,5.439024390243904,6.390243902439026,0.10304818092428712,0.0975609756097561,0.004352557127312296,2009-10,regular season
LAC,82,7581,95.73170731707316,30.71951219512195,62.73170731707317,0.489696734059098,5.890243902439026,17.76829268292683,0.331503088538092,0.3372905027932961,16.621951219512194,34.560975609756106,26.87804878048781,14.378048780487804,3.2926829268292686,0.5625248114331084,0.6223100570926657,0.8136645962732919,0.2207241327071656,0.5011282658343483,0.4913649447053477,0.5259279110277368,5.902439024390245,4.317073170731708,0.06881804043545879,0.1097560975609756,0.006177076183939602,2009-10,regular season
LAL,82,7659,101.6951219512195,31.853658536585368,64.79268292682927,0.4916243177112742,6.487804878048781,19.048780487804876,0.3405889884763124,0.3445814406229721,18.52439024390244,31.65853658536585,32.04878048780488,15.80487804878049,3.6585365853658534,0.496937212863706,0.5551753635585971,0.8120300751879699,0.2272,0.4986371222076215,0.496,0.5359254498714653,6.682926829268293,4.341463414634147,0.06700545830980613,0.08536585365853659,0.004481434058898848,2009-10,regular season
MIA,82,7390,96.51219512195122,30.36585365853659,62.09756097560975,0.4890023566378633,6.024390243902439,17.390243902439025,0.34642356241234223,0.350354609929078,17.70731707317073,28.0,32.73170731707317,14.634146341463413,3.4390243902439024,0.4610441767068273,0.5052816901408451,0.8097165991902834,0.2187787664927892,0.4864445350985222,0.4957042037434796,0.5331447049312854,5.317073170731708,4.2317073170731705,0.06814611154752552,0.0975609756097561,0.005610098176718092,2009-10,regular season
MIL,82,7629,97.67073170731709,29.32926829268293,63.23170731707317,0.4638379942140791,7.865853658536586,22.10975609756097,0.3557639271924986,0.3585746102449889,15.414634146341465,29.04878048780488,29.609756097560968,20.085365853658537,3.5121951219512195,0.4952182952182953,0.5455794777828676,0.8511627906976744,0.2590740211488997,0.4980636050516648,0.48192340668762496,0.5146510731268474,5.414634146341463,4.963414634146342,0.0784956605593057,0.17073170731707318,0.007722007722007722,2009-10,regular season
MIN,82,7907,98.1951219512195,32.96341463414634,70.02439024390246,0.4707419017763845,4.914634146341464,14.402439024390244,0.34123624047417445,0.34930313588850176,17.524390243902438,31.34146341463415,34.58536585365854,12.475609756097562,2.268292682926829,0.4753977062523122,0.5257774140752864,0.8461538461538461,0.17059078434204825,0.4918863147959925,0.4777553083923154,0.5158892875448488,6.317073170731707,5.243902439024391,0.07488679902473007,0.14634146341463414,0.010160880609652836,2009-10,regular season
NJN,82,7551,92.3780487804878,29.707317073170728,65.47560975609754,0.453715775749674,4.597560975609756,14.451219512195122,0.3181434599156118,0.32047986289631536,19.170731707317074,29.463414634146343,29.951219512195124,12.146341463414636,1.6463414634146343,0.4958949096880131,0.5500910746812386,0.8806366047745358,0.1808056148916692,0.495754776484997,0.4579646017699115,0.5049326756432476,5.853658536585367,5.073170731707316,0.0774818401937046,0.06097560975609756,0.004219409282700422,2009-10,regular season
NYK,82,7785,102.10975609756098,29.07317073170732,57.69512195121951,0.5039103783555273,9.060975609756095,26.15853658536585,0.3463869463869464,0.3496701225259189,16.780487804878053,27.82926829268293,30.31707317073171,23.085365853658534,4.097560975609756,0.4786073825503356,0.5275080906148867,0.8492597577388964,0.31195462478184993,0.5166596830728787,0.5087987201861548,0.5451881755436906,5.390243902439026,4.414634146341464,0.07651659268653561,0.07317073170731707,0.0027972027972027968,2009-10,regular season
ORL,82,7525,102.75609756097559,26.39024390243902,50.64634146341464,0.5210691066698772,10.25609756097561,27.32926829268293,0.3752788933511825,0.3798554652213189,19.20731707317073,22.21951219512195,30.560975609756103,25.756097560975608,5.012195121951219,0.4209796672828096,0.4607991906929692,0.8370986920332937,0.35048482952768223,0.5183219418238993,0.5357366280888333,0.5682492581602374,4.560975609756096,3.463414634146341,0.06838430050565858,0.04878048780487805,0.00178491744756805,2009-10,regular season
PHI,82,7568,97.73170731707316,31.86585365853659,64.9390243902439,0.4907042253521127,5.780487804878049,16.841463414634145,0.3432295438088342,0.34985207100591714,16.658536585365855,32.02439024390244,31.707317073170728,15.0,2.341463414634146,0.5024875621890548,0.5502933780385583,0.8649789029535865,0.205934983596779,0.498497706490781,0.4956755144646585,0.5316438901419663,5.536585365853658,3.987804878048781,0.06140845070422536,0.06097560975609756,0.0036205648081100647,2009-10,regular season
PHX,82,7818,110.23170731707316,31.81707317073171,61.19512195121951,0.5199282582702272,8.902439024390244,21.585365853658534,0.4124293785310734,0.4170480549199085,19.890243902439025,32.365853658536594,31.268292682926827,21.402439024390247,5.3048780487804885,0.5086239938673821,0.5580319596299411,0.8013698630136986,0.2607542722451385,0.5129328182759131,0.5456688273423689,0.5812114197530864,5.634146341463414,4.317073170731708,0.07054603427660422,0.13414634146341464,0.006214689265536724,2009-10,regular season
POR,82,7237,98.10975609756098,30.28048780487805,61.76829268292683,0.4902270483711748,5.987804878048781,16.926829268292682,0.3537463976945245,0.3618275607958733,19.585365853658537,29.92682926829268,30.63414634146341,16.353658536585368,1.6097560975609757,0.4941602899718083,0.5344076655052264,0.910386965376782,0.2150937548427088,0.4885027050202682,0.4989152332248567,0.5438015411653373,4.560975609756096,3.963414634146341,0.06416584402764068,0.0975609756097561,0.005763688760806916,2009-10,regular season
SAC,82,7775,100.01219512195122,32.46341463414634,67.21951219512195,0.4829462989840349,5.878048780487805,16.865853658536587,0.3485177151120752,0.3538913362701909,17.451219512195124,30.585365853658534,34.34146341463415,15.548780487804878,2.0853658536585367,0.4710743801652893,0.5233722871452421,0.8817427385892116,0.2005801305293691,0.5012212975098296,0.4909354604786077,0.525772534940377,6.487804878048781,5.634146341463414,0.08381712626995645,0.07317073170731707,0.0043383947939262466,2009-10,regular season
SAS,82,7529,101.3658536585366,31.65853658536585,62.34146341463415,0.5078247261345853,6.7560975609756095,18.865853658536587,0.3581124757595346,0.3618549967341607,17.780487804878053,32.560975609756106,30.756097560975608,18.07317073170732,2.1951219512195124,0.5142526964560863,0.55998322147651,0.8916967509025271,0.23231716473945035,0.5075486512959614,0.5146418381138309,0.5502449357871044,5.170731707317073,4.853658536585366,0.07785602503912363,0.23170731707317074,0.012281835811247577,2009-10,regular season
