Name,GamesPlayed,OffPoss,Points,FG2M,FG2A,Fg2Pct,FG3M,FG3A,Fg3Pct,NonHeaveFg3Pct,FtsMade,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,FG3APct,ShotQualityAvg,EfgPct,TsPct,PtsPutbacks,Fg2aBlocked,FG2APctBlocked,Fg3aBlocked,FG3APctBlocked,season,season_type
BOS,82,8183,112.39024390243902,29.5,56.02439024390244,0.5265563778841967,12.585365853658535,34.5,0.3647932131495228,0.36569808646350105,15.634146341463413,31.07317073170732,27.92682926829268,32.23170731707317,5.524390243902439,0.5266639107069037,0.5667259786476868,0.8536821705426356,0.38111275764515695,0.5119797612624765,0.5344200458035835,0.5649828347229033,4.170731707317073,3.695121951219512,0.06595559425337398,0.17073170731707318,0.0049487451396253105,2018-19,regular season
IND,82,8004,108.01219512195122,31.84146341463415,61.634146341463406,0.5166204986149584,9.5,25.37804878048781,0.3743392599711677,0.3760270662155631,15.829268292682926,35.487804878048784,28.195121951219512,24.621951219512194,3.8780487804878048,0.5572577556491766,0.6116015132408575,0.8639281129653402,0.2916608269096005,0.5128937754671912,0.5297126839523476,0.5583081190115986,5.6585365853658525,5.024390243902438,0.0815195884447962,0.15853658536585366,0.006246996636232581,2018-19,regular season
MIL,82,8451,118.1219512195122,29.87804878048781,52.89024390243903,0.564906617477519,13.475609756097562,38.21951219512195,0.3525845564773453,0.3539397821909033,17.939024390243897,29.853658536585368,29.902439024390244,33.365853658536594,7.060975609756098,0.4995918367346939,0.535198950590293,0.8253393665158371,0.41948868959978586,0.5374416711373391,0.549792531120332,0.5822313056023083,3.975609756097561,4.597560975609756,0.08692644685266313,0.2195121951219512,0.005743458838544989,2018-19,regular season
GSW,82,8300,117.6829268292683,30.792682926829272,55.32926829268293,0.5565351553890235,13.25609756097561,34.439024390243894,0.384915014164306,0.3870852657866571,16.329268292682926,37.560975609756106,24.02439024390244,31.939024390243897,7.829268292682928,0.6099009900990099,0.6478754732856542,0.8031278748850046,0.38364352669474255,0.5086397831128086,0.5645292759135987,0.5947978303747534,3.609756097560976,3.402439024390244,0.06149437954595548,0.1951219512195122,0.0056657223796034,2018-19,regular season
TOR,82,8252,114.43902439024392,29.81707317073171,55.29268292682927,0.539258932509925,12.378048780487804,33.792682926829265,0.3662937567665103,0.3685548293391431,17.670731707317074,29.756097560975608,29.87804878048781,31.646341463414632,5.487804878048781,0.4989775051124745,0.541981341625944,0.8522167487684729,0.3793292265571526,0.5144963560252539,0.5431211498973306,0.5778325123152709,4.7317073170731705,4.182926829268292,0.0756506396118218,0.3048780487804878,0.009022013713460843,2018-19,regular season
PHI,82,8361,115.1829268292683,30.707317073170728,58.02439024390244,0.5292139554434636,10.841463414634148,30.170731707317074,0.3593371059013743,0.3612352702153596,21.243902439024392,33.512195121951216,27.902439024390244,30.47560975609756,2.048780487804878,0.5456711675933279,0.5950627977479428,0.9370078740157479,0.3420907079646018,0.5117424490361947,0.5325636061946902,0.5710399032648126,5.097560975609756,3.9512195121951224,0.06809583858764187,0.14634146341463414,0.004850444624090542,2018-19,regular season
DEN,82,8004,110.67073170731709,30.92682926829268,58.69512195121951,0.5269062954498234,11.01219512195122,31.353658536585368,0.3512252042007001,0.3537254901960784,15.780487804878051,35.31707317073171,26.536585365853657,29.15853658536585,3.8780487804878048,0.5709779179810726,0.6222604211431028,0.8826135105204873,0.3481852654387866,0.5073415726518962,0.5268824485373781,0.5553175865867089,5.097560975609756,4.719512195121951,0.08040723041761895,0.24390243902439024,0.007779074290159471,2018-19,regular season
ATL,82,8547,113.34146341463415,28.353658536585368,54.75609756097561,0.5178173719376392,13.01219512195122,37.0,0.35168094924192483,0.35424966799468793,17.597560975609753,30.21951219512195,26.48780487804878,32.15853658536585,6.878048780487805,0.5329032258064517,0.5894386298763082,0.8238050609184631,0.4032429558745349,0.5387187041238489,0.5217304625199362,0.553939682918107,5.439024390243904,5.2317073170731705,0.0955456570155902,0.23170731707317074,0.006262359920896506,2018-19,regular season
MIN,82,8237,112.47560975609757,31.536585365853657,62.512195121951216,0.5044869293796332,10.085365853658537,28.743902439024392,0.3508697496817989,0.3532678342588637,19.146341463414632,31.82926829268293,31.243902439024392,26.085365853658534,4.170731707317073,0.5046403712296984,0.5548469387755102,0.8621523579201935,0.3149806227448884,0.5098267993566546,0.511359080582654,0.5489227472919891,5.7073170731707314,5.3048780487804885,0.08486149044088959,0.24390243902439024,0.008485362749257529,2018-19,regular season
ORL,82,8049,107.3170731707317,29.01219512195122,57.0,0.5089858793324775,11.426829268292684,32.10975609756097,0.35586783137105965,0.3590038314176245,15.01219512195122,32.073170731707314,25.951219512195124,28.536585365853657,5.743902439024391,0.5527532576712905,0.6124825337680484,0.8324439701173959,0.3603394005747913,0.5028321659112759,0.5179280142329273,0.5498625343664084,5.6585365853658525,4.073170731707316,0.07145913564398802,0.3414634146341464,0.010634257500949488,2018-19,regular season
NYK,82,8151,104.57317073170731,28.18292682926829,58.78048780487804,0.4794605809128631,10.03658536585366,29.52439024390244,0.3399421726559273,0.34135213604313563,18.097560975609763,23.560975609756103,32.80487804878049,24.87804878048781,5.2317073170731705,0.4180008654262224,0.4633093525179856,0.8262454434993924,0.33434608479491784,0.5174443475854434,0.4896423145974313,0.5262673376703081,5.512195121951219,5.3048780487804885,0.09024896265560166,0.2804878048780488,0.00950020652622883,2018-19,regular season
