Name,GamesPlayed,Assists,AssistPoints,2ptAssists,3ptAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,Corner3Assists,Arc3Assists,season,season_type
CLE,82,22.65853658536585,56.109756097560975,11.865853658536587,10.792682926829267,8.048780487804878,1.7317073170731707,2.0853658536585367,4.048780487804878,6.743902439024391,2016-17,regular season
NOP,82,22.792682926829272,53.40243902439025,14.975609756097562,7.817073170731707,8.524390243902438,3.1341463414634148,3.317073170731707,2.1463414634146343,5.670731707317072,2016-17,regular season
CHI,82,22.57317073170732,51.79268292682927,15.926829268292684,6.646341463414633,8.024390243902438,3.5121951219512195,4.390243902439025,2.5365853658536586,4.109756097560975,2016-17,regular season
DAL,82,20.79268292682927,50.29268292682927,12.085365853658535,8.707317073170731,6.195121951219512,1.8170731707317076,4.073170731707316,2.1829268292682933,6.524390243902439,2016-17,regular season
DEN,82,25.32926829268293,59.90243902439025,16.085365853658537,9.24390243902439,10.951219512195122,2.768292682926829,2.365853658536585,2.0975609756097557,7.146341463414633,2016-17,regular season
ATL,82,23.63414634146341,55.085365853658544,15.817073170731707,7.817073170731707,10.182926829268293,2.0121951219512195,3.6219512195121952,2.3292682926829267,5.487804878048781,2016-17,regular season
GSW,82,30.37804878048781,70.74390243902441,20.390243902439025,9.98780487804878,13.414634146341465,2.7804878048780486,4.1951219512195115,2.609756097560976,7.378048780487805,2016-17,regular season
HOU,82,25.243902439024392,61.585365853658544,14.146341463414636,11.097560975609756,11.926829268292684,1.4878048780487805,0.7317073170731707,3.0487804878048776,8.048780487804878,2016-17,regular season
LAC,82,22.536585365853657,53.134146341463406,14.475609756097562,8.060975609756097,9.182926829268293,1.2682926829268293,4.024390243902439,2.268292682926829,5.7926829268292686,2016-17,regular season
LAL,82,20.92682926829268,48.74390243902439,14.03658536585366,6.890243902439026,8.670731707317072,2.6829268292682933,2.6829268292682933,2.073170731707317,4.817073170731708,2016-17,regular season
MIA,82,21.243902439024392,51.26829268292683,12.46341463414634,8.78048780487805,7.2560975609756095,2.4024390243902443,2.804878048780488,3.2195121951219514,5.560975609756096,2016-17,regular season
MIL,82,24.195121951219512,56.54878048780488,16.036585365853654,8.158536585365852,11.060975609756095,2.5975609756097557,2.3780487804878048,2.573170731707317,5.585365853658537,2016-17,regular season
MIN,82,23.65853658536585,53.80487804878049,17.170731707317074,6.487804878048781,9.817073170731707,3.4512195121951224,3.902439024390244,2.1707317073170733,4.317073170731708,2016-17,regular season
BKN,82,21.414634146341463,51.926829268292686,12.317073170731707,9.097560975609756,8.695121951219512,2.5609756097560976,1.0609756097560976,2.573170731707317,6.524390243902439,2016-17,regular season
NYK,82,21.78048780487805,50.8170731707317,14.524390243902438,7.2560975609756095,7.865853658536586,2.5853658536585367,4.073170731707316,2.3292682926829267,4.926829268292684,2016-17,regular season
ORL,82,22.195121951219512,51.878048780487795,14.707317073170733,7.487804878048781,7.719512195121951,3.1219512195121952,3.865853658536585,1.4390243902439024,6.048780487804878,2016-17,regular season
IND,82,22.48780487804878,52.207317073170735,15.25609756097561,7.23170731707317,7.682926829268293,2.975609756097561,4.597560975609756,2.3780487804878048,4.853658536585366,2016-17,regular season
PHI,82,23.768292682926827,56.426829268292686,14.878048780487804,8.890243902439027,10.390243902439023,2.451219512195122,2.0365853658536586,1.902439024390244,6.987804878048781,2016-17,regular season
PHX,82,19.560975609756103,45.04878048780488,13.634146341463413,5.926829268292682,8.597560975609756,2.3292682926829267,2.7073170731707314,1.9878048780487805,3.9390243902439024,2016-17,regular season
POR,82,21.134146341463413,50.463414634146346,12.939024390243905,8.195121951219512,7.963414634146342,2.158536585365854,2.817073170731707,2.024390243902439,6.170731707317072,2016-17,regular season
SAC,82,22.48780487804878,52.85365853658536,14.609756097560975,7.878048780487805,8.853658536585368,2.9878048780487805,2.768292682926829,2.3536585365853657,5.524390243902439,2016-17,regular season
SAS,82,23.82926829268293,55.6829268292683,15.80487804878049,8.024390243902438,8.085365853658537,2.5853658536585367,5.134146341463413,2.768292682926829,5.2560975609756095,2016-17,regular season
OKC,82,20.98780487804878,48.5,14.46341463414634,6.524390243902439,10.109756097560977,2.1951219512195124,2.158536585365854,2.231707317073171,4.2926829268292686,2016-17,regular season
TOR,82,18.5,44.23170731707317,11.268292682926829,7.23170731707317,6.609756097560974,2.158536585365854,2.5,2.5,4.7317073170731705,2016-17,regular season
UTA,82,20.134146341463413,47.987804878048784,12.414634146341465,7.719512195121951,8.987804878048781,1.6707317073170733,1.7560975609756098,2.731707317073171,4.987804878048781,2016-17,regular season
MEM,82,21.26829268292683,50.17073170731707,13.634146341463413,7.634146341463414,7.634146341463414,2.451219512195122,3.5487804878048776,2.024390243902439,5.609756097560974,2016-17,regular season
WAS,82,23.853658536585368,55.634146341463406,15.926829268292684,7.926829268292682,8.926829268292684,3.0487804878048776,3.9512195121951224,2.1707317073170733,5.7560975609756095,2016-17,regular season
DET,82,21.121951219512194,48.74390243902439,14.621951219512196,6.5,7.439024390243902,3.9390243902439024,3.2439024390243905,1.7560975609756098,4.743902439024391,2016-17,regular season
CHA,82,23.060975609756103,54.109756097560975,15.073170731707316,7.987804878048781,8.74390243902439,3.0731707317073167,3.256097560975609,1.4146341463414631,6.573170731707318,2016-17,regular season
BOS,82,25.231707317073173,60.512195121951216,15.182926829268293,10.048780487804876,9.865853658536585,2.4024390243902443,2.914634146341464,2.8536585365853657,7.195121951219512,2016-17,regular season
