Name,GamesPlayed,Assists,AssistPoints,2ptAssists,3ptAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,Corner3Assists,Arc3Assists,season,season_type
BOS,82,26.28048780487805,63.30487804878049,15.53658536585366,10.74390243902439,9.5,3.0,3.0365853658536586,2.451219512195122,8.292682926829269,2018-19,regular season
IND,82,25.951219512195124,60.109756097560975,17.743902439024392,8.207317073170731,10.829268292682926,3.402439024390244,3.5121951219512195,2.5853658536585367,5.621951219512195,2018-19,regular season
MIL,82,26.04878048780488,63.21951219512196,14.926829268292684,11.121951219512193,11.902439024390244,1.8780487804878048,1.146341463414634,2.8536585365853657,8.268292682926829,2018-19,regular season
GSW,82,29.42682926829268,69.5,18.780487804878053,10.646341463414632,11.097560975609756,3.1463414634146343,4.536585365853658,2.865853658536585,7.780487804878049,2018-19,regular season
TOR,82,25.42682926829268,61.40243902439025,14.878048780487804,10.548780487804876,9.182926829268293,3.5,2.1951219512195124,3.9512195121951224,6.597560975609755,2018-19,regular season
PHI,82,26.914634146341466,63.987804878048784,16.756097560975608,10.158536585365852,10.780487804878051,2.9878048780487805,2.9878048780487805,2.0975609756097557,8.060975609756097,2018-19,regular season
DEN,82,27.37804878048781,64.47560975609754,17.658536585365855,9.719512195121949,11.25609756097561,4.585365853658536,1.8170731707317076,2.463414634146341,7.2560975609756095,2018-19,regular season
ATL,82,25.82926829268293,62.378048780487795,15.109756097560975,10.719512195121949,11.902439024390244,2.207317073170732,1.0,3.768292682926829,6.951219512195122,2018-19,regular season
MIN,82,24.609756097560968,57.914634146341456,15.914634146341465,8.695121951219512,10.109756097560977,3.1341463414634148,2.6707317073170733,2.451219512195122,6.243902439024391,2018-19,regular season
ORL,82,25.54878048780488,60.609756097560975,16.036585365853654,9.51219512195122,8.853658536585368,3.463414634146341,3.719512195121952,2.4024390243902443,7.109756097560974,2018-19,regular season
NYK,82,20.07317073170732,48.4390243902439,11.780487804878051,8.292682926829269,7.7560975609756095,1.7073170731707317,2.3170731707317067,1.7804878048780488,6.512195121951219,2018-19,regular season
SAC,82,25.402439024390244,60.04878048780488,16.158536585365855,9.24390243902439,10.475609756097562,3.3414634146341466,2.341463414634146,2.292682926829268,6.951219512195122,2018-19,regular season
MIA,82,24.28048780487805,58.52439024390244,14.317073170731707,9.96341463414634,9.98780487804878,3.0365853658536586,1.2926829268292683,3.0731707317073167,6.890243902439026,2018-19,regular season
DET,82,22.5,55.0609756097561,12.439024390243905,10.060975609756095,8.402439024390244,2.4878048780487805,1.548780487804878,3.109756097560976,6.951219512195122,2018-19,regular season
NOP,82,27.02439024390244,62.97560975609756,18.097560975609763,8.926829268292684,12.402439024390244,3.829268292682927,1.8658536585365852,2.256097560975609,6.670731707317072,2018-19,regular season
BKN,82,23.82926829268293,57.536585365853654,13.951219512195122,9.878048780487807,10.719512195121949,2.463414634146341,0.7682926829268293,2.548780487804878,7.329268292682928,2018-19,regular season
OKC,82,23.37804878048781,56.012195121951216,14.121951219512196,9.25609756097561,10.573170731707316,2.414634146341464,1.1341463414634143,3.1585365853658534,6.097560975609755,2018-19,regular season
SAS,82,24.54878048780488,57.65853658536585,15.98780487804878,8.560975609756097,7.317073170731707,4.646341463414634,4.024390243902439,2.3292682926829267,6.2317073170731705,2018-19,regular season
DAL,82,23.39024390243902,56.82926829268293,13.341463414634148,10.048780487804876,9.634146341463415,2.2195121951219514,1.4878048780487805,2.731707317073171,7.317073170731707,2018-19,regular season
HOU,82,21.23170731707317,52.5609756097561,11.134146341463415,10.097560975609756,9.24390243902439,1.4024390243902438,0.4878048780487805,3.768292682926829,6.329268292682928,2018-19,regular season
UTA,82,26.01219512195122,62.29268292682927,15.74390243902439,10.268292682926827,12.158536585365852,2.0609756097560976,1.5243902439024388,3.768292682926829,6.5,2018-19,regular season
MEM,82,23.939024390243897,56.04878048780488,15.768292682926829,8.170731707317072,9.926829268292684,3.4268292682926833,2.414634146341464,2.4390243902439024,5.7317073170731705,2018-19,regular season
LAC,82,24.02439024390244,56.54878048780488,15.524390243902438,8.5,10.560975609756095,3.1463414634146343,1.8170731707317076,2.304878048780488,6.195121951219512,2018-19,regular season
PHX,82,23.86585365853659,55.512195121951216,16.085365853658537,7.780487804878049,11.109756097560975,3.304878048780488,1.6707317073170733,2.3170731707317067,5.463414634146342,2018-19,regular season
WAS,82,26.268292682926827,62.378048780487795,16.426829268292682,9.841463414634148,11.878048780487804,2.4390243902439024,2.109756097560976,2.6463414634146343,7.195121951219512,2018-19,regular season
CLE,82,20.70731707317073,49.69512195121951,12.426829268292684,8.28048780487805,8.060975609756097,2.7926829268292686,1.5731707317073171,2.1707317073170733,6.109756097560974,2018-19,regular season
CHA,82,23.231707317073173,55.71951219512196,13.975609756097562,9.25609756097561,9.231707317073173,2.975609756097561,1.7682926829268293,2.756097560975609,6.5,2018-19,regular season
CHI,82,21.902439024390244,51.414634146341456,14.292682926829267,7.609756097560974,9.097560975609756,3.317073170731707,1.8780487804878048,2.2804878048780486,5.329268292682927,2018-19,regular season
POR,82,23.01219512195122,54.28048780487804,14.75609756097561,8.25609756097561,10.609756097560977,2.1219512195121952,2.024390243902439,1.7560975609756098,6.5,2018-19,regular season
LAL,82,25.560975609756103,59.3170731707317,17.365853658536587,8.195121951219512,13.439024390243905,2.365853658536585,1.5609756097560976,2.2439024390243905,5.951219512195122,2018-19,regular season
