Name,TeamAbbreviation,GamesPlayed,Minutes,Rebounds,DefRebounds,FTDefRebounds,DefFTReboundPct,Def2ptRebounds,Def2ptReboundPct,Def3ptRebounds,Def3ptReboundPct,DefFGReboundPct,OffRebounds,FTOffRebounds,OffFTReboundPct,Off2ptRebounds,Off2ptReboundPct,Off3ptRebounds,Off3ptReboundPct,OffFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,season,season_type
Damian Lillard,POR,82,3167,3.1341463414634148,2.6219512195121952,0.024390243902439025,0.011235955056179777,1.695121951219512,0.06714975845410627,0.902439024390244,0.09762532981530343,0.07531824611032532,0.5121951219512195,0.012195121951219513,0.006711409395973154,0.35365853658536583,0.015119916579770597,0.14634146341463414,0.012461059190031152,0.014231169732731691,0.06754966887417219,0.04529616724738676,0.08367071524966263,0.0971223021582734,0.099009900990099,0.019637462235649543,0.018947368421052636,0.008962868117797696,0.014608233731739709,0.0047619047619047615,2012-13,regular season
Kevin Durant,OKC,81,3119,7.901234567901233,7.333333333333332,0.5061728395061729,0.2887323943661972,4.864197530864198,0.1766024204392649,1.9629629629629632,0.1806818181818182,0.17775634844101576,0.5679012345679012,0.0,0.0,0.4320987654320987,0.01893939393939394,0.13580246913580246,0.015193370165745856,0.017884914463452566,0.13598074608904934,0.1659056316590563,0.23149394347240915,0.17561683599419448,0.19895287958115185,0.03180212014134275,0.017152658662092625,0.010014306151645207,0.015037593984962403,0.015625,2012-13,regular season
Monta Ellis,MIL,82,3076,3.8536585365853657,3.317073170731707,0.24390243902439024,0.11695906432748535,2.1219512195121952,0.08066759388038942,0.951219512195122,0.10714285714285714,0.08734835355285962,0.5365853658536586,0.03658536585365853,0.016666666666666666,0.36585365853658536,0.013077593722755012,0.13414634146341464,0.013906447534766121,0.013290113452188008,0.05421686746987952,0.08520900321543408,0.10780141843971633,0.11088295687885012,0.0995850622406639,0.018867924528301886,0.006622516556291391,0.011876484560570073,0.013582342954159592,0.01485148514851485,2012-13,regular season
DeMar DeRozan,TOR,82,3013,3.902439024390244,3.317073170731707,0.2926829268292683,0.12972972972972974,1.9756097560975612,0.08428720083246619,1.0487804878048779,0.1240981240981241,0.0948374760994264,0.5853658536585366,0.0,0.0,0.4878048780487805,0.020030045067601403,0.0975609756097561,0.010943912448700409,0.01759530791788856,0.07820299500831948,0.07556270096463022,0.0972818311874106,0.12525252525252525,0.12121212121212123,0.03690036900369004,0.01864406779661017,0.01040462427745665,0.008680555555555556,0.01935483870967742,2012-13,regular season
Kobe Bryant,LAL,78,3013,5.55128205128205,4.705128205128204,0.2948717948717949,0.13609467455621302,2.948717948717949,0.10879848628193,1.4615384615384617,0.14232209737827714,0.11801029159519726,0.8461538461538461,0.038461538461538464,0.011111111111111113,0.5128205128205128,0.023391812865497075,0.2948717948717949,0.02505446623093682,0.023972602739726026,0.0903522205206738,0.0944,0.1339712918660287,0.1310116086235489,0.17676767676767674,0.034188034188034185,0.01701323251417769,0.018456375838926176,0.02147239263803681,0.03383458646616541,2012-13,regular season
James Harden,HOU,78,2985,4.858974358974359,4.064102564102564,0.16666666666666666,0.09090909090909093,2.3846153846153846,0.09318637274549098,1.5128205128205128,0.14842767295597484,0.10892153350053743,0.7948717948717948,0.01282051282051282,0.004784688995215311,0.5,0.024329382407985028,0.28205128205128205,0.02052238805970149,0.02280373831775701,0.05145797598627788,0.09256449165402124,0.1259946949602122,0.14119601328903655,0.17098445595854922,0.02570694087403599,0.022222222222222227,0.024,0.020779220779220783,0.019867549668874173,2012-13,regular season
Stephen Curry,GSW,78,2983,4.0256410256410255,3.2692307692307687,0.08974358974358974,0.03804347826086957,2.128205128205128,0.08308308308308307,1.051282051282051,0.09624413145539906,0.08701754385964912,0.7564102564102564,0.0,0.0,0.4871794871794872,0.018765432098765432,0.2692307692307692,0.027925531914893616,0.02124594886568239,0.07734806629834254,0.06637806637806637,0.10236220472440943,0.0967741935483871,0.0945273631840796,0.01818181818181818,0.02046783625730994,0.017699115044247787,0.02711864406779661,0.0308641975308642,2012-13,regular season
Paul George,IND,79,2972,7.632911392405063,6.518987341772152,0.5569620253164557,0.34108527131782945,4.481012658227848,0.15747330960854092,1.4810126582278482,0.18512658227848103,0.16354166666666667,1.1139240506329111,0.06329113924050632,0.030674846625766868,0.7215189873417721,0.02923076923076923,0.3291139240506329,0.03571428571428571,0.0309932785660941,0.12058823529411765,0.1390922401171303,0.2,0.1959910913140312,0.15846994535519127,0.035483870967741936,0.036879432624113466,0.0144,0.03402646502835538,0.04020100502512563,2012-13,regular season
Klay Thompson,GSW,82,2936,3.731707317073171,3.3414634146341466,0.18292682926829268,0.08064516129032258,2.207317073170732,0.09063595393089637,0.951219512195122,0.09230769230769233,0.09113300492610836,0.3902439024390244,0.012195121951219513,0.008695652173913044,0.2926829268292683,0.012030075187969927,0.08536585365853659,0.009615384615384616,0.01138450238707308,0.06525573192239859,0.08405797101449275,0.11621621621621622,0.08517350157728706,0.11374407582938388,0.01814882032667877,0.012048192771084338,0.007692307692307694,0.003577817531305903,0.02958579881656805,2012-13,regular season
Jrue Holiday,PHI,78,2926,4.217948717948718,3.0769230769230766,0.08974358974358974,0.04294478527607362,2.051282051282051,0.08506113769271664,0.935897435897436,0.09720372836218376,0.0885258358662614,1.1410256410256407,0.0,0.0,0.935897435897436,0.03389043639740018,0.20512820512820512,0.02527646129541864,0.031933979189092215,0.06602254428341385,0.09174311926605504,0.0965034965034965,0.0941385435168739,0.10638297872340426,0.040372670807453416,0.03728813559322034,0.02717391304347826,0.018912529550827426,0.0380952380952381,2012-13,regular season
