Name,TeamAbbreviation,GamesPlayed,Minutes,Assists,AssistPoints,2ptAssists,3ptAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,Corner3Assists,Arc3Assists,season,season_type
Damian Lillard,POR,82,3167,6.475609756097561,15.0,4.426829268292684,2.048780487804878,2.341463414634146,0.35365853658536583,1.7317073170731707,0.6707317073170732,1.3780487804878048,2012-13,regular season
Kevin Durant,OKC,81,3119,4.617283950617284,11.111111111111109,2.740740740740741,1.8765432098765433,1.7407407407407407,0.3580246913580247,0.6419753086419753,0.8641975308641975,1.0123456790123455,2012-13,regular season
Monta Ellis,MIL,82,3076,6.048780487804878,13.74390243902439,4.402439024390244,1.6463414634146343,2.8292682926829267,0.7073170731707317,0.8658536585365854,0.4268292682926829,1.2195121951219512,2012-13,regular season
DeMar DeRozan,TOR,82,3013,2.4878048780487805,6.121951219512195,1.3414634146341464,1.146341463414634,0.6463414634146342,0.2926829268292683,0.4024390243902439,0.32926829268292684,0.8170731707317073,2012-13,regular season
Kobe Bryant,LAL,78,3013,6.012820512820514,14.0,4.038461538461538,1.9743589743589745,2.6923076923076925,0.5897435897435898,0.7564102564102564,0.5897435897435898,1.3846153846153846,2012-13,regular season
James Harden,HOU,78,2985,5.833333333333332,14.076923076923075,3.4230769230769234,2.41025641025641,2.628205128205128,0.3717948717948718,0.4230769230769231,0.9615384615384616,1.448717948717949,2012-13,regular season
Stephen Curry,GSW,78,2983,6.910256410256411,15.14102564102564,5.589743589743589,1.3205128205128205,3.243589743589744,0.8461538461538461,1.5,0.4615384615384616,0.8589743589743589,2012-13,regular season
Paul George,IND,79,2972,4.139240506329114,9.316455696202533,3.1012658227848102,1.0379746835443038,1.7594936708860758,0.6835443037974683,0.6582278481012658,0.3291139240506329,0.7088607594936709,2012-13,regular season
Klay Thompson,GSW,82,2936,2.231707317073171,4.890243902439026,1.804878048780488,0.4268292682926829,1.170731707317073,0.2682926829268293,0.36585365853658536,0.12195121951219512,0.3048780487804878,2012-13,regular season
Jrue Holiday,PHI,78,2926,8.012820512820513,18.128205128205128,5.910256410256411,2.102564102564102,2.743589743589744,1.205128205128205,1.9615384615384612,0.8717948717948718,1.2307692307692308,2012-13,regular season
O.J. Mayo,DAL,82,2913,4.402439024390244,9.695121951219512,3.5121951219512195,0.8902439024390244,1.6097560975609757,0.951219512195122,0.951219512195122,0.2195121951219512,0.6707317073170732,2012-13,regular season
David Lee,GSW,79,2908,3.5316455696202533,8.670886075949367,1.9240506329113924,1.6075949367088609,1.0253164556962024,0.21518987341772156,0.6835443037974683,0.5443037974683544,1.0632911392405062,2012-13,regular season
Luol Deng,CHI,75,2903,2.96,6.52,2.36,0.6,1.52,0.26666666666666666,0.5733333333333334,0.14666666666666667,0.4533333333333333,2012-13,regular season
Brandon Jennings,MIL,80,2897,6.5125,14.5625,4.975,1.5375,2.7375,0.55,1.6875,0.5,1.0375,2012-13,regular season
Evan Turner,PHI,82,2892,4.317073170731708,9.5,3.4512195121951224,0.8658536585365854,1.8292682926829267,0.7195121951219512,0.902439024390244,0.24390243902439024,0.6219512195121951,2012-13,regular season
LeBron James,MIA,76,2877,7.25,17.07894736842105,4.671052631578949,2.5789473684210527,2.881578947368421,0.3815789473684211,1.4078947368421053,1.368421052631579,1.2105263157894737,2012-13,regular season
Russell Westbrook,OKC,82,2861,7.402439024390245,16.463414634146346,5.743902439024391,1.6585365853658536,3.0609756097560976,0.8536585365853658,1.8292682926829267,0.5,1.1585365853658536,2012-13,regular season
Kemba Walker,CHA,82,2859,5.743902439024391,12.682926829268293,4.548780487804878,1.195121951219512,2.4878048780487805,0.5121951219512195,1.548780487804878,0.3048780487804878,0.8902439024390244,2012-13,regular season
Deron Williams,BKN,78,2842,7.7435897435897445,17.384615384615387,5.846153846153847,1.8974358974358971,3.4743589743589745,1.1410256410256407,1.2307692307692308,0.7435897435897436,1.1538461538461535,2012-13,regular season
Nicolas Batum,POR,73,2807,4.931506849315068,10.958904109589039,3.8356164383561633,1.095890410958904,2.2602739726027403,0.7123287671232876,0.8630136986301371,0.410958904109589,0.6849315068493149,2012-13,regular season
Marc Gasol,MEM,80,2796,3.975,8.8,3.125,0.85,1.825,0.4375,0.8625,0.35,0.5,2012-13,regular season
LaMarcus Aldridge,POR,74,2790,2.5945945945945947,6.405405405405406,1.3783783783783785,1.2162162162162162,0.8918918918918919,0.13513513513513514,0.35135135135135137,0.32432432432432434,0.8918918918918919,2012-13,regular season
Andre Iguodala,DEN,80,2779,5.4125,11.9625,4.275,1.1375,3.3625,0.7,0.2125,0.575,0.5625,2012-13,regular season
Chandler Parsons,HOU,76,2758,3.5394736842105265,8.342105263157897,2.276315789473684,1.263157894736842,1.6052631578947367,0.2631578947368421,0.4078947368421053,0.5263157894736842,0.7368421052631579,2012-13,regular season
Mike Conley,MEM,80,2757,6.0875,12.9375,5.325,0.7625,2.2375,1.1125,1.975,0.25,0.5125,2012-13,regular season
Al Horford,ATL,74,2757,3.2432432432432434,8.013513513513514,1.7162162162162162,1.5270270270270268,1.0675675675675675,0.20270270270270271,0.4459459459459459,0.5675675675675675,0.9594594594594594,2012-13,regular season
Dwight Howard,LAL,76,2722,1.4210526315789471,3.5921052631578947,0.6710526315789473,0.75,0.3947368421052632,0.06578947368421052,0.21052631578947367,0.21052631578947367,0.5394736842105263,2012-13,regular season
Greg Monroe,DET,81,2688,3.469135802469136,7.864197530864197,2.54320987654321,0.925925925925926,1.6419753086419753,0.382716049382716,0.5185185185185185,0.2962962962962963,0.6296296296296297,2012-13,regular season
Rudy Gay,TOR,75,2687,2.6933333333333334,5.906666666666666,2.1733333333333333,0.52,1.0666666666666669,0.4266666666666667,0.68,0.16,0.36,2012-13,regular season
Greivis Vasquez,NOH,78,2685,9.025641025641026,20.166666666666668,6.910256410256411,2.1153846153846154,3.935897435897436,1.2179487179487178,1.7564102564102564,0.35897435897435903,1.7564102564102564,2012-13,regular season
Josh Smith,ATL,76,2683,4.223684210526316,10.013157894736842,2.6578947368421053,1.5657894736842106,2.0,0.1973684210526316,0.4605263157894737,0.631578947368421,0.9342105263157896,2012-13,regular season
JR Smith,NYK,80,2678,2.725,6.7375,1.4375,1.2875,0.9375,0.1375,0.3625,0.4875,0.8,2012-13,regular season
Joe Johnson,BKN,72,2642,3.513888888888889,8.666666666666666,1.875,1.6388888888888888,0.8888888888888888,0.4305555555555556,0.5555555555555556,0.7083333333333334,0.9305555555555556,2012-13,regular season
Jeremy Lin,HOU,82,2640,6.060975609756098,14.048780487804878,4.134146341463413,1.9268292682926829,3.2439024390243905,0.4634146341463415,0.4268292682926829,0.6707317073170732,1.2560975609756098,2012-13,regular season
Tayshaun Prince,MEM,82,2632,2.3902439024390243,5.463414634146342,1.7073170731707317,0.6829268292682927,0.7073170731707317,0.4146341463414634,0.5853658536585366,0.1951219512195122,0.4878048780487805,2012-13,regular season
Thaddeus Young,PHI,76,2629,1.6447368421052633,3.7236842105263164,1.2105263157894737,0.4342105263157895,0.6578947368421053,0.18421052631578946,0.3684210526315789,0.18421052631578946,0.25,2012-13,regular season
Jeff Teague,ATL,80,2628,7.2375,16.45,5.2625,1.975,2.5,0.725,2.0375,0.55,1.425,2012-13,regular season
George Hill,IND,76,2620,4.671052631578949,10.407894736842103,3.6052631578947367,1.0657894736842106,1.5131578947368418,0.8421052631578947,1.25,0.3815789473684211,0.6842105263157895,2012-13,regular season
Zach Randolph,MEM,76,2607,1.4210526315789471,3.1842105263157894,1.0789473684210529,0.34210526315789475,0.6052631578947368,0.2236842105263158,0.25,0.03947368421052632,0.3026315789473684,2012-13,regular season
Blake Griffin,LAC,80,2599,3.7375,8.775,2.4375,1.3,1.375,0.4125,0.65,0.5875,0.7125,2012-13,regular season
Goran Dragic,PHX,77,2582,7.389610389610389,16.233766233766232,5.9350649350649345,1.4545454545454546,2.7792207792207795,0.7012987012987013,2.4545454545454546,0.5324675324675324,0.9220779220779219,2012-13,regular season
Al Jefferson,UTA,78,2578,2.102564102564102,5.089743589743589,1.2179487179487178,0.8846153846153846,0.6538461538461539,0.19230769230769232,0.3717948717948718,0.0641025641025641,0.8205128205128205,2012-13,regular season
Paul Pierce,BOS,77,2575,4.805194805194804,10.519480519480519,3.8961038961038965,0.9090909090909092,1.3896103896103895,0.7012987012987013,1.8051948051948048,0.5064935064935064,0.4025974025974026,2012-13,regular season
