Name,GamesPlayed,Assists,AssistPoints,2ptAssists,3ptAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,Corner3Assists,Arc3Assists,season,season_type
ATL,82,25.743902439024392,60.64634146341464,16.585365853658537,9.158536585365852,9.146341463414632,2.658536585365854,4.780487804878049,3.0121951219512195,6.146341463414633,2014-15,regular season
CLE,82,22.121951219512194,52.32926829268293,14.03658536585366,8.085365853658537,9.158536585365852,2.573170731707317,2.304878048780488,2.731707317073171,5.353658536585366,2014-15,regular season
NOP,82,22.02439024390244,50.30487804878049,15.768292682926829,6.2560975609756095,9.109756097560977,2.1463414634146343,4.512195121951219,1.8292682926829267,4.426829268292684,2014-15,regular season
CHI,82,21.71951219512195,50.0609756097561,15.097560975609756,6.621951219512195,8.134146341463415,2.3292682926829267,4.634146341463413,1.8170731707317076,4.8048780487804885,2014-15,regular season
DAL,82,22.51219512195122,52.69512195121951,14.841463414634148,7.670731707317072,9.048780487804876,1.5121951219512195,4.280487804878049,2.3292682926829267,5.341463414634147,2014-15,regular season
DEN,82,21.804878048780488,50.365853658536594,15.048780487804878,6.7560975609756095,9.182926829268293,2.6463414634146343,3.2195121951219514,1.9146341463414636,4.841463414634147,2014-15,regular season
GSW,82,27.414634146341466,63.6829268292683,18.560975609756103,8.853658536585368,11.19512195121951,3.2073170731707314,4.158536585365853,2.7073170731707314,6.146341463414633,2014-15,regular season
HOU,82,22.195121951219512,53.865853658536594,12.719512195121949,9.475609756097562,9.682926829268293,2.2439024390243905,0.7926829268292683,4.012195121951219,5.463414634146342,2014-15,regular season
LAC,82,24.768292682926827,57.82926829268293,16.475609756097562,8.292682926829269,9.341463414634148,1.902439024390244,5.2317073170731705,2.756097560975609,5.536585365853658,2014-15,regular season
LAL,82,20.914634146341463,46.54878048780488,16.195121951219512,4.719512195121951,8.329268292682928,2.548780487804878,5.317073170731708,1.2926829268292683,3.4268292682926833,2014-15,regular season
MIA,82,19.829268292682926,45.80487804878049,13.682926829268293,6.146341463414633,7.939024390243902,2.1219512195121952,3.6219512195121952,2.3170731707317067,3.829268292682927,2014-15,regular season
MIL,82,23.560975609756103,53.02439024390244,17.658536585365855,5.902439024390245,10.121951219512193,2.4024390243902443,5.134146341463413,2.3536585365853657,3.5487804878048776,2014-15,regular season
MIN,82,21.59756097560976,47.28048780487804,17.51219512195122,4.085365853658536,8.792682926829269,3.3536585365853657,5.365853658536587,1.146341463414634,2.9390243902439024,2014-15,regular season
BKN,82,20.92682926829268,47.73170731707317,15.048780487804878,5.878048780487805,8.060975609756097,3.6585365853658534,3.3292682926829267,2.1219512195121952,3.7560975609756095,2014-15,regular season
NYK,82,21.29268292682927,48.29268292682927,15.585365853658535,5.7073170731707314,6.390243902439026,2.7195121951219514,6.475609756097561,1.2804878048780488,4.426829268292684,2014-15,regular season
ORL,82,20.634146341463413,47.134146341463406,14.768292682926829,5.865853658536586,7.963414634146342,2.8780487804878048,3.9268292682926833,1.8902439024390243,3.975609756097561,2014-15,regular season
IND,82,21.42682926829268,49.25609756097561,15.024390243902438,6.402439024390245,6.012195121951219,2.6951219512195124,6.317073170731707,2.158536585365854,4.243902439024391,2014-15,regular season
PHI,82,20.52439024390244,48.426829268292686,13.146341463414636,7.378048780487805,8.597560975609756,1.6463414634146343,2.902439024390244,1.6341463414634143,5.743902439024391,2014-15,regular season
PHX,82,20.23170731707317,47.29268292682927,13.402439024390244,6.829268292682928,8.121951219512193,2.304878048780488,2.975609756097561,2.475609756097561,4.353658536585366,2014-15,regular season
POR,82,21.939024390243897,51.512195121951216,14.30487804878049,7.634146341463414,7.170731707317072,2.207317073170732,4.926829268292684,2.414634146341464,5.219512195121951,2014-15,regular season
SAC,82,20.329268292682926,45.365853658536594,15.621951219512196,4.7073170731707314,9.329268292682928,2.5365853658536586,3.7560975609756095,1.7317073170731707,2.975609756097561,2014-15,regular season
SAS,82,24.39024390243902,56.378048780487795,16.79268292682927,7.597560975609755,9.682926829268293,3.963414634146341,3.1463414634146343,2.6951219512195124,4.902439024390244,2014-15,regular season
OKC,82,20.5,47.15853658536585,14.341463414634148,6.1585365853658525,8.073170731707316,2.7804878048780486,3.4878048780487805,2.0975609756097557,4.060975609756096,2014-15,regular season
TOR,82,20.743902439024392,48.414634146341456,13.817073170731707,6.926829268292682,8.24390243902439,3.1707317073170733,2.4024390243902443,2.5853658536585367,4.341463414634147,2014-15,regular season
UTA,82,19.902439024390247,46.5,13.207317073170733,6.695121951219512,8.926829268292684,1.5365853658536586,2.7439024390243905,2.2804878048780486,4.414634146341464,2014-15,regular season
MEM,82,21.670731707317074,47.80487804878049,17.20731707317073,4.463414634146342,9.195121951219512,3.475609756097561,4.536585365853658,1.4878048780487805,2.975609756097561,2014-15,regular season
WAS,82,24.01219512195122,53.426829268292686,18.60975609756097,5.402439024390245,9.780487804878051,2.865853658536585,5.963414634146342,1.6341463414634143,3.768292682926829,2014-15,regular season
DET,82,21.59756097560976,50.1829268292683,14.609756097560975,6.987804878048781,8.963414634146343,2.6219512195121952,3.024390243902439,2.365853658536585,4.621951219512195,2014-15,regular season
CHA,82,20.170731707317074,45.15853658536585,15.353658536585364,4.817073170731708,7.036585365853658,2.975609756097561,5.341463414634147,1.2926829268292683,3.524390243902439,2014-15,regular season
BOS,82,24.5,56.0609756097561,17.4390243902439,7.060975609756098,9.073170731707316,2.5853658536585367,5.780487804878049,1.8780487804878048,5.182926829268292,2014-15,regular season
